"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Mieles-Briones W.; Moreira-Mieles L.L.; Quidemil-Torrijo E.M.; Molina-Arteaga K.D.","Mieles-Briones, Wilmer (60260561900); Moreira-Mieles, Liggia Lisbeth (57214230152); Quidemil-Torrijo, Eneida Maria (60260562000); Molina-Arteaga, Karol Denisse (60260286300)","60260561900; 57214230152; 60260562000; 60260286300","Scientific production on the use of artificial intelligence in higher education in Latin America; [Producción científica sobre el uso de la inteligencia artificial en la educación superior en Latinoamérica]","2025","Revista General de Informacion y Documentacion","35","2","","305","315","0","10.5209/rgid.104581","https://www.scopus.com/pages/publications/105026169057?origin=resultslist","Carrera de Bibliotecología, Documentación y Archivo, Universidad Técnica de Manabí, Ecuador; Departamento de Ciencias de la Información y Documentación, Universidad Técnica de Manabí, Ecuador","Mieles-Briones W., Carrera de Bibliotecología, Documentación y Archivo, Universidad Técnica de Manabí, Ecuador; Moreira-Mieles L.L., Departamento de Ciencias de la Información y Documentación, Universidad Técnica de Manabí, Ecuador; Quidemil-Torrijo E.M., Departamento de Ciencias de la Información y Documentación, Universidad Técnica de Manabí, Ecuador; Molina-Arteaga K.D., Departamento de Ciencias de la Información y Documentación, Universidad Técnica de Manabí, Ecuador","In the coming years, artificial intelligence (AI) is estimated to play a decisive role in the educational field in the transformation of teaching and learning methods. This research aims to analyze the scientific production on the use of AI in the context of higher education according to Scopus in the period 2019-2023. A bibliometric study of relevant literature was carried out with the aim of presenting an updated view of knowledge in a specific area or topic, where indicators of productivity, thematic co-occurrence, and impact were analyzed. In general terms, the topics covered in these studies indicate that research on the use of AI and emerging technologies in education is growing rapidly, where specialized journals and various authors have consolidated collaboration networks in a rapidly expanding field. Mexico leads scientific production in Latin America. © (2025), (W. Mieles [et al.]), All Rights Reserved.","América Latina; Artificial intelligence; bibliometrics; bibliometría; educación superior; higher education; Inteligencia artificial; Latin America; universidades; universities","","","","Universidad Complutense Madrid","11321873","","","","English","Rev. Gen. Inf. Doc.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026169057"
"Coronado-Apodaca K.G.; González Pérez M.M.; Villegas E.R.; Navarro L.V.","Coronado-Apodaca, Karina G. (57200516670); González Pérez, Maria M. (59226362500); Villegas, Ernesto Reyes (57814590700); Navarro, Luis Virgen (59226203700)","57200516670; 59226362500; 57814590700; 59226203700","Application of Artificial Intelligence as a Tool for the Continuous Improvement of Higher Education Courses","2024","International Journal of Information and Education Technology","14","9","","1192","1198","6","10.18178/ijiet.2024.14.9.2148","https://www.scopus.com/pages/publications/85205031190?origin=resultslist","Tecnologico de Monterrey, School of Engineering and Sciences, N.L, Monterrey, Mexico","Coronado-Apodaca K.G., Tecnologico de Monterrey, School of Engineering and Sciences, N.L, Monterrey, Mexico; González Pérez M.M., Tecnologico de Monterrey, School of Engineering and Sciences, N.L, Monterrey, Mexico; Villegas E.R., Tecnologico de Monterrey, School of Engineering and Sciences, N.L, Monterrey, Mexico; Navarro L.V., Tecnologico de Monterrey, School of Engineering and Sciences, N.L, Monterrey, Mexico","Continuous improvement strategies, informed by research-based decisions, play a pivotal role in advancing education. Nowadays, the use of artificial intelligence for data analysis offers profound insights into the perspectives of a studied population. These insights serve as critical decision support for refining improvement strategies. This study proposes employing AI such as Microsoft Azure Learning, a Microsoft Excel Add-In, and Voyant Tools 2.2, to analyze survey data from an interdisciplinary undergraduate students enrolled in a “Circular Economy” course. The analysis focuses on evaluating text answer of students to open-ended questions focused to collect students’ opinions regarding course content, its relevance to their field of study, and the performance of professors. Textual responses were subjected to sentiment analysis to classify overall sentiment (positive, negative, or neutral), and complemented by generating word clouds and word linking diagrams to create a context, this analysis was eperformed by using Microsoft Excel Add-In, and Voyant Tools 2.2, for sentiment analysis and word clouds and linking diagrams respectively. Obtained results revelated a general positive perception about the course, and field of applicability. Nevertheless, a negative connotation was found for the question related to course content and professor performance, closer analysis revealed negative sentiments was focused on course organization and interdisciplinary work, rather than professor performance. In addition, these tools identified crucial concepts of Circular Economy for students and its relevance to their careers. This multi-tool approach facilitates pinpointing areas for course enhancement and provides actionable recommendations to decision-makers, aiming to improve course effectiveness and enhance student satisfaction. © 2024 by the authors.","artificial intelligence; continuous improvement; educational innovation; interdisciplinary course; natural language processing systems; professional education","","M.M. González Pérez; Tecnologico de Monterrey, School of Engineering and Sciences, Monterrey, N.L, Mexico; email: Magdalena.Gonzalez@tec.mx","","International Journal of Information and Education Technology","20103689","","","","English","Int. J. Inf.  Educ. Technol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205031190"
"Chamorro-Atalaya O.; Olivares-Zegarra S.; Sobrino-Chunga L.; Guerrero-Carranza R.; Vargas-Diaz A.; Huarcaya-Godoy M.; Rasilla-Rovegno J.; Suarez-Bazalar R.; Poma-Garcia J.; Cruz-Telada Y.","Chamorro-Atalaya, Omar (57729726800); Olivares-Zegarra, Soledad (57238874200); Sobrino-Chunga, Lisle (58537446500); Guerrero-Carranza, Rosemary (58537162100); Vargas-Diaz, Ademar (58537070400); Huarcaya-Godoy, Madison (57454015500); Rasilla-Rovegno, José (58128283300); Suarez-Bazalar, Raul (58128283400); Poma-Garcia, Jorge (58243253200); Cruz-Telada, Yreneo (58537070500)","57729726800; 57238874200; 58537446500; 58537162100; 58537070400; 57454015500; 58128283300; 58128283400; 58243253200; 58537070500","Application of the Chatbot in University Education: A Bibliometric Analysis of Indexed Scientific Production in SCOPUS, 2013-2023","2023","International Journal of Learning, Teaching and Educational Research","22","7","","281","304","23","10.26803/ijlter.22.7.15","https://www.scopus.com/pages/publications/85167993661?origin=resultslist","Facultad de Ingeniería y Gestión, Universidad Nacional Tecnológica de Lima Sur, Peru; Facultad de Psicología, Universidad Femenina del Sagrado Corazón, Peru; Facultad de Psicología, Universidad César Vallejo, Peru; Facultad de Ciencias Administrativas, Universidad Nacional del Callao, Peru; Facultad de Arquitectura, Universidad Nacional del Centro del Perú, Peru; Facultad Ciencias de la Salud, Universidad Autónoma de Ica, Peru","Chamorro-Atalaya O., Facultad de Ingeniería y Gestión, Universidad Nacional Tecnológica de Lima Sur, Peru; Olivares-Zegarra S., Facultad de Ingeniería y Gestión, Universidad Nacional Tecnológica de Lima Sur, Peru; Sobrino-Chunga L., Facultad de Psicología, Universidad Femenina del Sagrado Corazón, Peru; Guerrero-Carranza R., Facultad de Psicología, Universidad Femenina del Sagrado Corazón, Peru; Vargas-Diaz A., Facultad de Psicología, Universidad César Vallejo, Peru; Huarcaya-Godoy M., Facultad de Ciencias Administrativas, Universidad Nacional del Callao, Peru; Rasilla-Rovegno J., Facultad de Ciencias Administrativas, Universidad Nacional del Callao, Peru; Suarez-Bazalar R., Facultad de Ciencias Administrativas, Universidad Nacional del Callao, Peru; Poma-Garcia J., Facultad de Arquitectura, Universidad Nacional del Centro del Perú, Peru; Cruz-Telada Y., Facultad Ciencias de la Salud, Universidad Autónoma de Ica, Peru","Universities today are employing tools based on artificial intelligence to improve the educational service in general. The chatbot represents an online communicative interaction tool which contributes to solving daily queries required by students, teachers or graduates. However, there are few bibliometric review studies on the chatbot that show in which areas there is a greater concentration or lack of scientific production at the university level. The objective of this article is to explore and describe the research trends regarding the application of the chatbot in university education through the bibliometric analysis of publications indexed to Scopus. The research is of an exploratory-descriptive level, developed under a quantitative approach. The study covered the scientific production between the years 2013 and 2023, identifying 210 manuscripts. It was identified that there is a growing trend in scientific production, particularly in scientific articles and conference papers. The most cited article was published in 2018 and has 162 citations. Therefore, it is concluded that there is a greater concentration in the scientific production of manuscripts focused on improving the university educational service, applying significantly to the improvement of academic performance, administrative management and university wellbeing. However, there is a gap that needs to be reduced in terms of the lack of scientific studies in which the chatbot is used as a tool to identify the satisfaction of university students. In addition, there is a lack of research on the use of a regulatory framework that regulates the application of the chatbot at the university level. © Authors.","bibliometric analysis; chatbot; education; scientific production; Scopus; university","","O. Chamorro-Atalaya; Facultad de Ingeniería y Gestión, Universidad Nacional Tecnológica de Lima Sur, Peru; email: ochamorro@untels.edu.pe","","Society for Research and Knowledge Management","16942116","","","","English","Intl. J. Learn. Teach. Edu. Res.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85167993661"
"Duque Rengel V.; Puertas-Hidalgo R.","Duque Rengel, Vanessa (57195419621); Puertas-Hidalgo, Rosario (57018320400)","57195419621; 57018320400","Artificial intelligence in organizational strategic communication. Perspective of future communication professionals; [La inteligencia artificial en la comunicación estratégica organizacional. Perspectiva de los futuros profesionales de la comunicación]","2024","European Public and Social Innovation Review","9","","","","","5","10.31637/epsir-2024-1551","https://www.scopus.com/pages/publications/85212255029?origin=resultslist","Universidad Técnica Particular de Loja, Ecuador","Duque Rengel V., Universidad Técnica Particular de Loja, Ecuador; Puertas-Hidalgo R., Universidad Técnica Particular de Loja, Ecuador","Introduction: Artificial Intelligence is configured as a transformative force that modifies strategic communication management in organizations. Methodology: This article explores the knowledge that students of Communication majors have about how AI tools can be used in strategic communication management. A quantitative approach methodology is proposed and as a research technique a survey directed at students of Higher Education Institutions in Ecuador. Results: A comprehensive vision is established of how future professionals are willing to adopt AI tools in business dynamics and adapt to constant change. Likewise, practical applications, challenges and opportunities for their integration are identified, as well as how academic programs are preparing them. Discussion: Although there are countless AI tools, the majority of respondents are unaware of their usefulness in the management of strategic communication. Which leads to rethinking the meshes and contents proposed to respond to the needs of the workplace. Conclusions: The integration of AI means great challenges for companies and academia, ranging from the training of communication profiles to the management of new technological tools. © 2024, HISIN (History of Information Systems). All rights reserved.","AI tools; Artificial intelligence; Communication careers; digital communication; organizations; professional profile; Strategic communication; University students","","V. Duque Rengel; Universidad Técnica Particular de Loja, Ecuador; email: vkduque@utpl.edu.ec","","HISIN (History of Information Systems)","25299824","","","","Spanish","Eur. public soc. innov. rev.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85212255029"
"Michel-Villarreal R.; Vilalta-Perdomo E.; Salinas-Navarro D.E.; Thierry-Aguilera R.; Gerardou F.S.","Michel-Villarreal, Rosario (57196017810); Vilalta-Perdomo, Eliseo (55931930600); Salinas-Navarro, David Ernesto (57208908312); Thierry-Aguilera, Ricardo (16069538900); Gerardou, Flor Silvestre (58247298800)","57196017810; 55931930600; 57208908312; 16069538900; 58247298800","Challenges and Opportunities of Generative AI for Higher Education as Explained by ChatGPT","2023","Education Sciences","13","9","856","","","768","10.3390/educsci13090856","https://www.scopus.com/pages/publications/85172136998?origin=resultslist","Sustainability Research Institute, School of Earth and Environment, University of Leeds, Leeds, LS2 9JT, United Kingdom; Community Resilience and Sustainability Lab (CoRSEL), Aston Business School, Aston University, Birmingham, B4 7ET, United Kingdom; School of Engineering and Sciences, Tecnológico de Monterrey, Monterrey, 64849, Mexico; Cornwall Business School, Falmouth University, Penryn, TR10 9FE, United Kingdom","Michel-Villarreal R., Sustainability Research Institute, School of Earth and Environment, University of Leeds, Leeds, LS2 9JT, United Kingdom; Vilalta-Perdomo E., Community Resilience and Sustainability Lab (CoRSEL), Aston Business School, Aston University, Birmingham, B4 7ET, United Kingdom; Salinas-Navarro D.E., Community Resilience and Sustainability Lab (CoRSEL), Aston Business School, Aston University, Birmingham, B4 7ET, United Kingdom; Thierry-Aguilera R., School of Engineering and Sciences, Tecnológico de Monterrey, Monterrey, 64849, Mexico; Gerardou F.S., Cornwall Business School, Falmouth University, Penryn, TR10 9FE, United Kingdom","ChatGPT is revolutionizing the field of higher education by leveraging deep learning models to generate human-like content. However, its integration into academic settings raises concerns regarding academic integrity, plagiarism detection, and the potential impact on critical thinking skills. This article presents a study that adopts a thing ethnography approach to understand ChatGPT’s perspective on the challenges and opportunities it represents for higher education. The research explores the potential benefits and limitations of ChatGPT, as well as mitigation strategies for addressing the identified challenges. Findings emphasize the urgent need for clear policies, guidelines, and frameworks to responsibly integrate ChatGPT in higher education. It also highlights the need for empirical research to understand user experiences and perceptions. The findings provide insights that can guide future research efforts in understanding the implications of ChatGPT and similar Artificial Intelligence (AI) systems in higher education. The study concludes by highlighting the importance of thing ethnography as an innovative approach for engaging with intelligent AI systems and calls for further research to explore best practices and strategies in utilizing Generative AI for educational purposes. © 2023 by the authors.","academic integrity; barriers; chatbots; educational innovation; generative artificial intelligence; higher education; professional education; risks; universities","","R. Michel-Villarreal; Sustainability Research Institute, School of Earth and Environment, University of Leeds, Leeds, LS2 9JT, United Kingdom; email: r.michel-villarreal@leeds.ac.uk","","Multidisciplinary Digital Publishing Institute (MDPI)","22277102","","","","English","Educ. Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85172136998"
"Acosta-Enriquez B.G.; Arbulu Ballesteros M.; Vilcapoma Pérez C.R.; Huamaní Jordan O.; Martin Vergara J.A.; Martel Acosta R.; Arbulu Perez Vargas C.G.; Arbulú Castillo J.C.","Acosta-Enriquez, Benicio Gonzalo (58618640900); Arbulu Ballesteros, Marco (59312083400); Vilcapoma Pérez, César Robin (58929859400); Huamaní Jordan, Olger (58928821100); Martin Vergara, Joseph Anibal (57961165700); Martel Acosta, Rafael (59252777600); Arbulu Perez Vargas, Carmen Graciela (57226604064); Arbulú Castillo, Julie Catherine (58811089500)","58618640900; 59312083400; 58929859400; 58928821100; 57961165700; 59252777600; 57226604064; 58811089500","AI in academia: How do social influence, self-efficacy, and integrity influence researchers' use of AI models?","2025","Social Sciences and Humanities Open","11","","101274","","","20","10.1016/j.ssaho.2025.101274","https://www.scopus.com/pages/publications/85213842238?origin=resultslist","Universidad Nacional de Trujillo - Av. Juan Pablo II S/N Urb. San Andres Trujillo, Peru; Universidad César Vallejo - Av. Victor Larco 1770, Trujillo-Chepén-Chiclayo, Peru; Universidad Tecnológica del Perú - Arequipa 265-Lima, Peru","Acosta-Enriquez B.G., Universidad Nacional de Trujillo - Av. Juan Pablo II S/N Urb. San Andres Trujillo, Peru; Arbulu Ballesteros M., Universidad César Vallejo - Av. Victor Larco 1770, Trujillo-Chepén-Chiclayo, Peru; Vilcapoma Pérez C.R., Universidad César Vallejo - Av. Victor Larco 1770, Trujillo-Chepén-Chiclayo, Peru; Huamaní Jordan O., Universidad Tecnológica del Perú - Arequipa 265-Lima, Peru; Martin Vergara J.A., Universidad César Vallejo - Av. Victor Larco 1770, Trujillo-Chepén-Chiclayo, Peru; Martel Acosta R., Universidad César Vallejo - Av. Victor Larco 1770, Trujillo-Chepén-Chiclayo, Peru; Arbulu Perez Vargas C.G., Universidad César Vallejo - Av. Victor Larco 1770, Trujillo-Chepén-Chiclayo, Peru; Arbulú Castillo J.C., Universidad César Vallejo - Av. Victor Larco 1770, Trujillo-Chepén-Chiclayo, Peru","The integration of artificial intelligence models into academic settings has experienced remarkable growth in recent years. Given that researchers' interactions with and perceptions of these technologies can substantially influence academic procedures and outputs, identifying the key determinants of their incorporation into university environments is crucial. This investigation pursued two main objectives: first, to identify the variables that condition the implementation of AI models in research activities, and second, to analyze how perceived ethical considerations and academic integrity influence their adoption. The empirical study was conducted through a digital survey administered to 302 academic researchers from Peruvian public and private universities. The analytical methodology employed structural equation modeling and confirmatory factor analysis, grounded in an expanded version of the Unified Theory of Acceptance and Use of Technology 2 model. The results demonstrated that six out of nine hypotheses were supported; social influence, educational self-efficacy, and academic integrity were identified as primary factors predicting researchers' use of AI models. Effort expectancy had a significant negative effect on AI model use. Furthermore, the use of AI models was found to significantly influence both teachers' concerns and perceived ethics among academics. Notably, performance expectancy, technological self-efficacy, and personal anxiety did not significantly affect AI model use. This study contributes to the understanding of AI adoption in academic research by highlighting the importance of social, educational, and ethical factors. These findings have implications for developing policies and training programs to promote responsible AI use in higher education and suggest a need to reevaluate traditional technology acceptance models in the context of AI in academia. © 2025 The Authors","Academic researchers; Artificial intelligence; Educational technology; Higher education; UTAUT2","","O. Huamaní Jordan; Universidad Tecnológica del Perú - Arequipa 265-Lima, Peru; email: C18167@utp.edu.pe","","Elsevier Ltd","25902911","","","","English","Soc. Sci. Humanit. Open","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213842238"
"Pacheco-Mendoza S.; Guevara C.; Mayorga-Albán A.; Fernández-Escobar J.","Pacheco-Mendoza, Silvia (57315056600); Guevara, Cesar (56452706300); Mayorga-Albán, Amalín (57215411216); Fernández-Escobar, Juan (58672217900)","57315056600; 56452706300; 57215411216; 58672217900","Artificial Intelligence in Higher Education: A Predictive Model for Academic Performance","2023","Education Sciences","13","10","990","","","58","10.3390/educsci13100990","https://www.scopus.com/pages/publications/85175352020?origin=resultslist","Facultad de Ciencias de la Educación, Sociales, Filosóficas y Humanísticas, Universidad Estatal de Bolívar, Guaranda, 020103, Ecuador; Centro de Mecatrónica y Sistemas Interactivos–MIST, Universidad Tecnológica Indoamérica, Quito, 180150, Ecuador; Facultad de Filosofía, Letras y Ciencias de la Educación, Universidad de Guayaquil, Guayaquil, 090150, Ecuador","Pacheco-Mendoza S., Facultad de Ciencias de la Educación, Sociales, Filosóficas y Humanísticas, Universidad Estatal de Bolívar, Guaranda, 020103, Ecuador; Guevara C., Centro de Mecatrónica y Sistemas Interactivos–MIST, Universidad Tecnológica Indoamérica, Quito, 180150, Ecuador; Mayorga-Albán A., Facultad de Filosofía, Letras y Ciencias de la Educación, Universidad de Guayaquil, Guayaquil, 090150, Ecuador; Fernández-Escobar J., Facultad de Filosofía, Letras y Ciencias de la Educación, Universidad de Guayaquil, Guayaquil, 090150, Ecuador","This research work evaluates the use of artificial intelligence and its impact on student’s academic performance at the University of Guayaquil (UG). The objective was to design and implement a predictive model to predict academic performance to anticipate student performance. This research presents a quantitative, non-experimental, projective, and predictive approach. A questionnaire was developed with the factors involved in academic performance, and the criterion of expert judgment was used to validate the questionnaire. The questionnaire and the Google Forms platform were used for data collection. In total, 1100 copies of the questionnaire were distributed, and 1012 responses were received, representing a response rate of 92%. The prediction model was designed in Gretl software, and the model fit was performed considering the mean square error (0.26), the mean absolute error (0.16), and a coefficient of determination of 0.9075. The results show the statistical significance of age, hours, days, and AI-based tools or applications, presenting p-values < 0.001 and positive coefficients close to zero, demonstrating a significant and direct effect on students’ academic performance. It was concluded that it is possible to implement a predictive model with theoretical support to adapt the variables based on artificial intelligence, thus generating an artificial intelligence-based mode. © 2023 by the authors.","academic performance; artificial intelligence; higher education; predictive model","","S. Pacheco-Mendoza; Facultad de Ciencias de la Educación, Sociales, Filosóficas y Humanísticas, Universidad Estatal de Bolívar, Guaranda, 020103, Ecuador; email: spacheco@ueb.edu.ec","","Multidisciplinary Digital Publishing Institute (MDPI)","22277102","","","","English","Educ. Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85175352020"
"Pérez A.; McClain S.K.; Roa A.F.; Rosado-Mendinueta N.; Trigos-Carrillo L.; Robles H.; Campo O.","Pérez, Adriana (57212530344); McClain, Steven K. (59651227600); Roa, Alana F. (57203817245); Rosado-Mendinueta, Nayibe (57219289487); Trigos-Carrillo, Lina (57190593011); Robles, Heydy (57203551702); Campo, Oscar (57194525745)","57212530344; 59651227600; 57203817245; 57219289487; 57190593011; 57203551702; 57194525745","Artificial Intelligence Applications in College Academic Writing and Composition: A Systematic Review; [Applications de l’intelligence artificielle dans l’écriture et la composition universitaires: une revue systématique]; [Aplicativos de inteligência artificial na escrita e composição acadêmica na universidade: uma revisão sistemática]; [Aplicaciones de inteligencia artificial en la escritura y la corrección académicas en la universidad: una revisión sistemática]","2025","Ikala","30","1","","1","37","6","10.17533/udea.ikala.355878","https://www.scopus.com/pages/publications/85218712110?origin=resultslist","Universidad del Norte, Barranquilla, Colombia; Dyersburg State Community College, United States; Universidad del Norte, Barranquilla, Colombia","Pérez A., Universidad del Norte, Barranquilla, Colombia; McClain S.K., Dyersburg State Community College, United States; Roa A.F., Universidad del Norte, Barranquilla, Colombia; Rosado-Mendinueta N., Universidad del Norte, Barranquilla, Colombia; Trigos-Carrillo L., Universidad del Norte, Barranquilla, Colombia; Robles H., Universidad del Norte, Barranquilla, Colombia; Campo O., Universidad del Norte, Barranquilla, Colombia","Proofreading and editing are essential to enhance the quality of texts. While literature is abundant on technological tools for identifying semantic and lexical-grammatical errors, evidence on the actual effectiveness of artificial intelligence (ai) in this process remains limited, with studies varying in scope and rigor. This study examines whether existing evidence supports or contradicts the hypothesis that a ai-based applications help edit and proofread texts in higher education. A review was conducted in Scopus and Web of Science databases, covering scientific articles in English and Spanish, published between 2019 and 2024, related to university writing and the use of ai in text correction. Most studies were exploratory and descriptive. A notable increase in publications related to ai and academic writing was observed between 2022 and 2024, with the United States, China, Australia, and Canada leading in this area. Findings suggest that ai improves linguistic quality and feedback in the writing process. It also highlights issues related to academic integrity, data privacy, and ai’s inability to manage complex writing errors. More explicit connections between ai and university instruction are necessary to complement traditional pedagogical strategies. The need for more research in this area is urgent, as issues related to equitable access and responsible integration are essential to the use ai to support academic writing development. © (2025), (Universidad de Antioquia). All rights reserved.","academic writing; artificial intelligence; edición; editing; edição; educación superior; educational technology; ensino superior; escrita acadêmica; escritura académica; higher education; inteligencia artificial; inteligência artificial; intelligence artificielle; technologie dans l’éducation; tecnologia educativa; tecnología en la educación; troisième cycle; écriture académique; édition","","","","Universidad de Antioquia","01233432","","","","English","Ikala","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85218712110"
"Seraquive J.E.G.; Álvarez-Muñoz P.; Palacios-Zamora K.; Gamboa D.A.P.; Faytong-Haro M.","Seraquive, Jomar Elizabeth Guzman (59360004200); Álvarez-Muñoz, Patricio (56922180700); Palacios-Zamora, Kerly (58618907200); Gamboa, Dennis Alfredo Peralta (59905497400); Faytong-Haro, Marco (57844685500)","59360004200; 56922180700; 58618907200; 59905497400; 57844685500","Unveiling the core constructs: A statistical approach to evaluating user experience with Chatbots in higher education (A case study from a university in Ecuador)","2024","Journal of Infrastructure, Policy and Development","8","10","6381","","","3","10.24294/jipd.v8i10.6381","https://www.scopus.com/pages/publications/85205909330?origin=resultslist","Universidad Estatal de Milagro, Guayas, Milagro, 091050, Ecuador; Research Department, Ecuadorian Development Research Lab, Guayas, Daule, 090656, Ecuador","Seraquive J.E.G., Universidad Estatal de Milagro, Guayas, Milagro, 091050, Ecuador; Álvarez-Muñoz P., Universidad Estatal de Milagro, Guayas, Milagro, 091050, Ecuador; Palacios-Zamora K., Universidad Estatal de Milagro, Guayas, Milagro, 091050, Ecuador; Gamboa D.A.P., Universidad Estatal de Milagro, Guayas, Milagro, 091050, Ecuador; Faytong-Haro M., Universidad Estatal de Milagro, Guayas, Milagro, 091050, Ecuador, Research Department, Ecuadorian Development Research Lab, Guayas, Daule, 090656, Ecuador","Introduction: Chatbots are increasingly utilized in education, offering real-time, personalized communication. While research has explored technical aspects of chatbots, user experience remains under-investigated. This study examines a model for evaluating user experience and satisfaction with chatbots in higher education. Methodology: A four-factor model (information quality, system quality, chatbot experience, user satisfaction) was proposed based on prior research. An alternative two-factor model emerged through exploratory factor analysis, focusing on “Chatbot Response Quality” and “User Experience and Satisfaction with the Chatbot.” Surveys were distributed to students and faculty at a university in Ecuador to collect data. Confirmatory factor analysis validated both models. Results: The two-factor model explained a significantly greater proportion of the data’s variance (55.2%) compared to the four-factor model (46.4%). Conclusion: This study suggests that a simpler model focusing on chatbot response quality and user experience is more effective for evaluating chatbots in education. Future research can explore methods to optimize these factors and improve the learning experience for students. © 2024 by author(s).","algorithms; artificial intelligence; chatbot; e-learning; factor analysis; higher education; multivalent statistics; response quality; satisfaction; simulation; Turing test; user experience; virtual assistants","","M. Faytong-Haro; Universidad Estatal de Milagro, Milagro, Guayas, 091050, Ecuador; email: mfaytongh@unemi.edu.ec","","EnPress Publisher, LLC","25727923","","","","English","J. Infrastruct. Policy. Dev.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205909330"
"Larios Soldevilla O.A.; Mendoza Ibarra V.; Moscoso Cuaresma J.R.; Urdanegui Sibina R.; Stone D.; Huamani Cerrón A.; Pretell Pintado E.A.","Larios Soldevilla, Omar Alexis (59697886500); Mendoza Ibarra, Verónica (59698302800); Moscoso Cuaresma, Julio Ricardo (59697886600); Urdanegui Sibina, Rosella (57219989525); Stone, Dan (8452965600); Huamani Cerrón, Annel (59697886700); Pretell Pintado, Enrique Aroldo (59697668600)","59697886500; 59698302800; 59697886600; 57219989525; 8452965600; 59697886700; 59697668600","Transforming accounting education: integrating technological, soft and research skills in education","2025","Cogent Education","12","1","2478304","","","6","10.1080/2331186X.2025.2478304","https://www.scopus.com/pages/publications/105000365911?origin=resultslist","Faculty of Business, Universidad Peruana de Ciencias Aplicadas, Lima, Peru; Gatton College of Business, Universidad de Kentucky, Lexington, KY, United States","Larios Soldevilla O.A., Faculty of Business, Universidad Peruana de Ciencias Aplicadas, Lima, Peru; Mendoza Ibarra V., Faculty of Business, Universidad Peruana de Ciencias Aplicadas, Lima, Peru; Moscoso Cuaresma J.R., Faculty of Business, Universidad Peruana de Ciencias Aplicadas, Lima, Peru; Urdanegui Sibina R., Faculty of Business, Universidad Peruana de Ciencias Aplicadas, Lima, Peru; Stone D., Gatton College of Business, Universidad de Kentucky, Lexington, KY, United States; Huamani Cerrón A., Faculty of Business, Universidad Peruana de Ciencias Aplicadas, Lima, Peru; Pretell Pintado E.A., Faculty of Business, Universidad Peruana de Ciencias Aplicadas, Lima, Peru","Automation and digitisation have transformed accounting practice, demanding new skills in accounting professionals. This study aims to explore how the Integrated Accounting Systems course impacts the development of technological, soft and research skills in accounting students at a Peruvian university during the years 2022 and 2023. The methodology combined a literature review on accounting education and a survey applied to 143 students enrolled in the course. Structural equation modelling (SEM) was employed to analyse the relationships between the variables. The results show a positive perception of the course, highlighting its effectiveness in preparing students for the challenges of the digital environment. The findings extend knowledge about the role of innovative approaches in accounting education to integrate technological, soft and research skills in their professional training. These results contribute to the literature by establishing a framework that links practical teaching to the holistic development of competences in digital contexts. In terms of practical implications and potential impact, the results suggest guidelines for redesigning accounting education programmes in other institutions, adapting them to the demands of the current labour market. Finally, it is suggested to investigate variables not considered to enrich the analysis and foster more inclusive and effective educational approaches. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Accounting; Accounting Education; Artificial Intelligence; Curriculum Studies; Employment & Unemployment; higher education; Higher Education Management; Latin American & Hispanic Studies; research skills; soft skills; Study Skills; Teaching & Learning–Education; technological skills","","O.A. Larios Soldevilla; Faculty of Business Sciences, Universidad Peruana de Ciencias Aplicadas (UPC), Lima, Peru; email: omar.larios@upc.pe","","Taylor and Francis Ltd.","2331186X","","","","English","Cogent Educ.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105000365911"
